Log 6	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 7	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 8	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 9	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 10	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 11	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude
	96	-48	14632	14632.39365		-68	-4	14608	14608.15882		28	-28	14768	14768.05309		-24	4	14768	14768.02004		4	8	14684	14684.00272		-36	48	14644	14644.12292
	40	-20	14804	14804.06755		-36	4	14740	14740.0445		-32	-52	14696	14696.12684		28	68	14624	14624.1849		4	-92	14732	14732.28781		-40	28	14748	14748.08082
	-40	20	14652	14652.06825		0	-28	14656	14656.02675		-4	-16	14656	14656.00928		-32	48	14748	14748.11283		8	24	14672	14672.02181		-48	-20	14696	14696.092
	-12	8	14788	14788.00703		-12	12	14760	14760.00976		16	-48	14744	14744.08681		24	60	14724	14724.14181		64	-16	14760	14760.14742		-24	-8	14596	14596.02192
	80	52	14796	14796.30765		-104	0	14788	14788.3657		-12	12	14736	14736.00977		-84	-68	14740	14740.3962		-68	-32	14600	14600.19342		-20	-92	14748	14748.30051
	-48	8	14712	14712.08048		-44	-28	14752	14752.09219		-12	12	14844	14844.0097		20	20	14808	14808.02701		116	132	14880	14881.0376		28	-4	14704	14704.0272
	-72	4	14852	14852.17506		-68	-48	14908	14908.23236		4	4	14656	14656.00109		88	-36	14680	14680.3079		40	-12	14564	14564.05987		72	-20	14784	14784.18885
	4	-28	14712	14712.02719		24	-16	14708	14708.02828		8	44	14616	14616.06842		36	28	14764	14764.07044		-108	96	14784	14784.70615		-40	-40	14736	14736.10858
	-8	24	14632	14632.02187		-76	-76	14548	14548.39703		0	52	14716	14716.09187		-60	20	14692	14692.13613		28	-4	14828	14828.02698		68	36	14840	14840.19946
	-68	-56	14764	14764.2628		-84	-8	14520	14520.24518		-4	24	14660	14660.02019		52	0	14724	14724.09182		52	-8	14656	14656.09443		-16	20	14808	14808.02215
	-108	-8	14692	14692.39912		16	-48	14624	14624.08753		16	-36	14644	14644.05299		-88	8	14768	14768.26435		52	4	14784	14784.09199		4	48	14748	14748.07865
	-12	-8	14716	14716.00707		8	16	14804	14804.01081		60	36	14764	14764.16581		-4	24	14748	14748.02007		92	88	14800	14800.54756		28	32	14680	14680.06158
	-20	28	14708	14708.04025		24	8	14716	14716.02175		-64	64	14736	14736.27796		-28	84	14648	14648.26761		-8	44	14648	14648.06827		84	-8	14636	14636.24323
	-52	36	14668	14668.13635		-12	-8	14728	14728.00706		16	-4	14816	14816.00918		100	-80	14600	14600.56163		80	72	14716	14716.39358		48	-64	14656	14656.21834
	-16	0	14860	14860.00861		-52	88	14808	14808.35278		0	24	14612	14612.01971		76	-24	14596	14596.21759		4	152	14740	14740.78424		-108	92	14576	14576.69043
	80	0	14840	14840.21563		-88	68	14752	14752.41919		-32	0	14704	14704.03482		-16	84	14744	14744.24796		-80	24	14540	14540.23989		76	-4	14748	14748.19636
	36	24	14752	14752.06345		0	4	14736	14736.00054		-44	72	14760	14760.24119		-40	-24	14728	14728.07387		80	-44	14760	14760.28238		-72	8	14680	14680.17875
	20	80	14860	14860.2288		-52	-16	14844	14844.0997		-12	16	14692	14692.01361		8	-20	14644	14644.01584		-64	32	14752	14752.17353		-136	20	14716	14716.64201
	8	-8	14752	14752.00434		-16	4	14816	14816.00918		-12	-36	14700	14700.04898		-52	56	14784	14784.19751		-8	-20	14708	14708.01577		56	-40	14784	14784.16017
	-48	36	14664	14664.12275		-68	-72	14676	14676.33415		84	48	14792	14792.31638		-24	124	14840	14840.53746		48	52	14632	14632.17113		12	-36	14840	14840.04852
	96	80	14572	14572.53581		4	16	14676	14676.00927		-48	80	14780	14780.29445		-8	-8	14632	14632.00437		32	-32	14556	14556.07035		40	44	14692	14692.12034
	-68	-32	14728	14728.19174		-4	24	14780	14780.02003		12	20	14832	14832.01834		-44	48	14700	14700.14422		0	-80	14656	14656.21834		0	28	14656	14656.02675
	-56	-32	14752	14752.141		0	76	14800	14800.19513		-4	-124	14644	14644.52553		128	-4	14952	14952.54841		-56	-24	14672	14672.1265		-124	28	14736	14736.54831
	-8	72	14772	14772.17763		0	4	14740	14740.00054		-44	40	14704	14704.12024		44	4	14664	14664.06656		-8	-20	14788	14788.01569		56	-48	14772	14772.18413
	100	-4	14844	14844.33737		-4	20	14680	14680.01417		-16	28	14804	14804.03513		-100	-8	14688	14688.34259		8	-16	14692	14692.01089		68	16	14724	14724.16571
	0	-36	14692	14692.04411		-64	-124	14744	14744.66032		0	-4	14796	14796.00054		-48	-64	14764	14764.21674		80	136	14496	14496.85869		0	60	14736	14736.12215
	0	-20	14856	14856.01346		4	12	14788	14788.00541		-32	44	14600	14600.10137		8	60	14640	14640.12514		44	-4	14684	14684.06647		-12	24	14704	14704.02448
	92	12	14648	14648.29383		-40	0	14704	14704.05441		84	-84	14612	14612.48288		-136	-12	14732	14732.63262		-36	-24	14736	14736.06352		-8	-40	14684	14684.05666
	-12	-44	14744	14744.07054		48	-56	14864	14864.18299		-12	52	14776	14776.09637		-24	0	14672	14672.01963		4	16	14736	14736.00923		4	-36	14688	14688.04466
	20	-32	14628	14628.04867		40	80	14708	14708.27196		32	-24	14632	14632.05467		56	-20	14544	14544.12156		-32	-56	14600	14600.14247		68	72	14864	14864.32992
	32	0	14640	14640.03497		32	44	14680	14680.10082		16	24	14732	14732.02824		36	64	14716	14716.1832		4	24	14636	14636.02022		4	-24	14920	14920.01984
	-4	88	14676	14676.26437		28	-36	14648	14648.071		-56	-84	14884	14884.34238		-44	-96	14736	14736.37839		-36	-24	14740	14740.0635		-48	-140	14636	14636.74827
	32	-20	14748	14748.04828		76	-36	14636	14636.24159		-36	12	14708	14708.04895		-60	12	14704	14704.12731		-28	32	14660	14660.06166		16	48	14668	14668.08726
	-44	-76	14660	14660.26303		-40	24	14780	14780.07361		20	-84	14824	14824.25148		-68	4	14652	14652.15834		-32	-8	14512	14512.03749		0	36	14704	14704.04407
	-76	4	14708	14708.1969		-24	-12	14540	14540.02476		-8	112	14776	14776.42663		-92	32	14672	14672.32333		-4	-20	14620	14620.01423		-20	-60	14748	14748.13561
	-36	0	14772	14772.04387		-112	-48	14780	14780.50229		0	-80	14660	14660.21828		-136	-20	14744	14744.64079		-60	56	14696	14696.22918		-48	-60	14832	14832.19903
	4	72	14688	14688.17701		44	4	14808	14808.06591		-52	-44	14748	14748.15731		-104	-20	14604	14604.384		12	16	14828	14828.01349		12	-16	14728	14728.01358
	32	24	14772	14772.05416		-56	-48	14740	14740.18453		-32	32	14748	14748.06943		4	92	14700	14700.28843		-76	20	14544	14544.21232		-132	-32	14704	14704.6273
	-44	40	14516	14516.1218		-80	-24	14592	14592.23903		0	8	14840	14840.00216		16	-40	14832	14832.06257		-4	44	14840	14840.06577		-116	-20	14712	14712.4709
	28	-40	14636	14636.08144		16	-24	14688	14688.02832		4	4	14780	14780.00108		32	28	14624	14624.06182		56	-32	14752	14752.141		92	100	14852	14852.62159
	-144	12	14656	14656.71232		-16	-48	14876	14876.08604		64	-20	14660	14660.15334		-60	28	14632	14632.14981		0	-4	14720	14720.00054		8	44	14724	14724.06792
	64	-12	14632	14632.14489		-8	-88	14824	14824.26335		-48	20	14600	14600.0926		40	-24	14700	14700.07401		64	-100	14688	14688.47984		-8	-12	14764	14764.00704
	184	-16	14720	14721.15865		28	-8	14700	14700.02884		-24	116	14720	14720.47662		20	4	14696	14696.01415		-28	48	14676	14676.10521		8	-8	14620	14620.00438
	68	-52	14796	14796.24763		24	-72	14728	14728.19554		-16	-52	14796	14796.10003		-20	-8	14608	14608.01588		-20	-68	14664	14664.1713		16	112	14720	14720.43478
	24	-24	14768	14768.039		-4	28	14696	14696.02722		-68	84	14664	14664.39825		-76	-24	14748	14748.21535		96	-16	14736	14736.32139		-40	-16	14712	14712.06308
	-40	32	14744	14744.08899		-12	-8	14804	14804.00703		-64	-8	14540	14540.14305		-8	-52	14516	14516.09534		-24	4	14692	14692.02015		128	36	14792	14792.59761
	28	100	14780	14780.36481		68	-24	14748	14748.17629		52	-36	14760	14760.1355		0	-12	14680	14680.0049		40	12	14820	14820.05884		44	12	14692	14692.07079
	-4	72	14720	14720.17663		-4	-24	14852	14852.01993		8	60	14676	14676.12483		8	-36	14660	14660.04638		-116	-48	14624	14624.53883		76	-56	14772	14772.30165
	-64	16	14716	14716.14787		-44	32	14748	14748.10035		32	-124	14776	14776.55494		28	40	14804	14804.08052		-44	32	14860	14860.0996		44	-16	14732	14732.0744
	48	-36	14708	14708.12238		24	-28	14588	14588.04661		8	64	14836	14836.1402		-28	-8	14792	14792.02866		28	80	14780	14780.24303		96	52	14712	14712.40511
	-24	-40	14756	14756.07373		-128	28	14684	14684.58457		-12	48	14728	14728.08311		48	16	14632	14632.08748		-60	80	14752	14752.33893		24	0	14628	14628.01969
	-8	-20	14724	14724.01576		16	-8	14616	14616.01095		8	16	14792	14792.01082		60	-72	14576	14576.30131		-32	-64	14724	14724.17386		88	84	14672	14672.50435
	-4	52	14712	14712.09244		112	-60	14736	14736.54776		-36	-84	14672	14672.28462		-48	-32	14708	14708.11314		-72	-28	14620	14620.2041		20	-52	14716	14716.10546
	64	-56	14736	14736.24538		-88	16	14860	14860.26918		-32	-16	14648	14648.04369		-76	12	14740	14740.20081		-32	-36	14728	14728.07876		-8	-40	14812	14812.05617
	-24	-64	14696	14696.15895		-52	-68	14752	14752.24837		-12	-76	14588	14588.20291		-36	84	14704	14704.284		-44	36	14728	14728.10972		-60	32	14692	14692.15736
	48	20	14728	14728.0918		16	-4	14840	14840.00916		52	-80	14660	14660.3105		-4	-20	14712	14712.01414		32	36	14752	14752.07863		96	-52	14760	14760.40379
	28	-24	14732	14732.04616		52	-32	14760	14760.12629		-12	-36	14736	14736.04886		-56	-24	14752	14752.12581		-24	92	14792	14792.30557		8	104	14696	14696.37016
	-56	-56	14636	14636.21426		-100	-32	14736	14736.37405		-64	-68	14680	14680.297		4	44	14820	14820.06586		-52	112	14644	14644.52061		-4	-100	14728	14728.34003
	-36	32	14780	14780.07848		36	64	14756	14756.1827		88	-8	14804	14804.26371		-20	60	14728	14728.1358		40	-80	14760	14760.271		-16	-8	14752	14752.01085
	12	72	14768	14768.18039		-56	12	14780	14780.11096		-40	-28	14780	14780.08065		-36	-24	14720	14720.06359		-20	-44	14668	14668.07963		-4	-20	14824	14824.01403
	0	-20	14804	14804.01351		28	40	14788	14788.08061		32	-12	14604	14604.03999		-12	-8	14636	14636.00711		88	32	14728	14728.29766		-16	40	14780	14780.06279
	0	40	14704	14704.05441		60	80	14628	14628.34181		-20	-116	14676	14676.47206		-28	-60	14700	14700.14911		-64	-40	14692	14692.19385		4	8	14632	14632.00273
	48	-28	14732	14732.10481		76	32	14724	14724.23091		40	-32	14692	14692.0893		56	-44	14596	14596.17375		-24	-60	14736	14736.14169		-16	-8	14664	14664.01091
	-84	-8	14736	14736.24158		52	-4	14684	14684.09262		24	44	14584	14584.08612		-24	0	14684	14684.01961		32	56	14608	14608.14239		0	-68	14788	14788.15634
	-12	36	14636	14636.04919		24	-88	14656	14656.28384		44	0	14768	14768.06555		44	24	14632	14632.08584		16	40	14832	14832.06257		-76	-8	14776	14776.19762
	12	-92	14800	14800.29081		40	52	14744	14744.14596		-4	48	14864	14864.07804		72	44	14892	14892.23905		68	112	14748	14748.58203		-20	72	14724	14724.18962
	16	24	14648	14648.0284		-60	28	14712	14712.14899		12	-52	14700	14700.09687		-40	40	14672	14672.10905		0	-4	14792	14792.00054		32	-60	14556	14556.15883
	68	-52	14832	14832.24703		28	92	14716	14716.31421		-36	-80	14644	14644.26277		-136	32	14696	14696.66411		-44	24	14752	14752.08514		-48	-40	14812	14812.13178
	-48	20	14704	14704.09195		-40	-100	14668	14668.39541		0	4	14632	14632.00055		-56	8	14716	14716.10872		4	20	14644	14644.0142		-32	-32	14820	14820.0691
	-64	24	14804	14804.15779		-36	20	14812	14812.05725		20	-60	14700	14700.13605		-56	-32	14664	14664.14184		-52	92	14664	14664.38079		-24	-12	14748	14748.02441
	24	-20	14748	14748.03309		-64	12	14908	14908.1422		-24	44	14640	14640.08579		32	20	14752	14752.04826		-16	0	14664	14664.00873		-16	-32	14692	14692.04356
	76	-8	14664	14664.19913		12	-40	14780	14780.059		40	-8	14800	14800.05622		80	0	14744	14744.21704		64	44	14692	14692.20528		20	100	14824	14824.35078
	56	-16	14776	14776.11478		8	-40	14736	14736.05646		-84	32	14648	14648.2758		-32	72	14784	14784.20996		-60	4	14772	14772.12239		120	-20	14928	14928.4957
	20	-48	14744	14744.0917		64	24	14848	14848.15733		-120	-76	14728	14728.68494		8	12	14612	14612.00712		-104	-108	14664	14664.76648		-84	84	14652	14652.48156
	24	-8	14632	14632.02187		-76	-40	14684	14684.25116		-104	40	14672	14672.42311		12	4	14604	14604.00548		-40	-20	14700	14700.06803		16	-28	14760	14760.03523
	-76	64	14776	14776.33405		28	-40	14780	14780.08065		-56	36	14852	14852.1492		4	100	14680	14680.34114		12	-64	14744	14744.14379		-36	-44	14720	14720.10978
	-12	8	14700	14700.00707		-116	-104	14776	14776.82131		4	32	14768	14768.03521		-48	8	14644	14644.08085		-4	40	14608	14608.05531		-44	40	14876	14876.11885
	20	-68	14668	14668.17126		60	-8	14708	14708.12456		36	-48	14700	14700.12245		88	-68	14664	14664.42171		64	76	14680	14680.33624		16	-96	14812	14812.31974
	-60	88	14696	14696.38595		-36	28	14812	14812.07021		-4	-4	14652	14652.00109		84	56	14544	14544.35038		-44	24	14708	14708.0854		0	76	14704	14704.19641
	80	12	14756	14756.22174		40	-44	14704	14704.12024		76	-68	14712	14712.35345		-28	12	14752	14752.03145		-12	-64	14568	14568.14552		40	-4	14840	14840.05445
	-16	-40	14656	14656.06332		-24	-12	14748	14748.02441		-88	48	14772	14772.3401		160	4	14704	14704.87103		44	72	14716	14716.24191		-24	-48	14700	14700.09796
	48	56	14660	14660.18554		4	-20	14736	14736.01412		-20	16	14664	14664.02237		-32	-40	14700	14700.08925		104	-32	14564	14564.40648		-60	12	14652	14652.12776
	20	-12	14848	14848.01832		-68	-28	14788	14788.18285		28	-92	14764	14764.31319		-56	-60	14588	14588.23087		-60	-16	14752	14752.13069		-8	44	14664	14664.06819
	-8	-52	14764	14764.09374		24	-32	14692	14692.05445		4	84	14536	14536.24326		28	-48	14784	14784.10444		32	16	14844	14844.04312		-56	28	14596	14596.13428
	28	64	14720	14720.16576		-32	-40	14680	14680.08937		80	12	14584	14584.22435		-8	48	14844	14844.07976		-12	52	14620	14620.0974		32	-116	14744	14744.49104
	16	44	14644	14644.07484		-64	-28	14716	14716.1658		-160	20	14680	14680.88553		-140	40	14740	14740.71911		104	56	14820	14820.47071		-64	-20	14724	14724.15268
	0	-36	14616	14616.04433		60	-84	14648	14648.36373		-44	-36	14760	14760.10948		4	-16	14764	14764.00921		-52	28	14640	14640.11913		-12	16	14744	14744.01356
	-88	-64	14644	14644.40426		-80	-16	14828	14828.22444		-72	0	14732	14732.17594		-12	52	14604	14604.09751		48	-96	14836	14836.38824		-12	-12	14876	14876.00968
	64	20	14752	14752.15239		64	4	14764	14764.13926		32	44	14576	14576.10154		48	-8	14664	14664.08074		-72	0	14840	14840.17466		56	-36	14708	14708.15067
	-28	-76	14624	14624.22429		-24	8	14756	14756.02169		-68	28	14552	14552.18582		84	52	14604	14604.33415		76	44	14724	14724.26188		-84	32	14664	14664.2755
	-44	-8	14548	14548.06874		120	-8	14600	14600.49533		32	48	14652	14652.11357		-68	-72	14848	14848.33028		-28	8	14716	14716.02881		68	-36	14664	14664.20185
	-24	-28	14804	14804.04593		52	-40	14820	14820.14521		-16	-32	14704	14704.04353		52	12	14692	14692.09692		-32	-40	14640	14640.08962		36	-104	14764	14764.41018
	-84	-16	14776	14776.24743		-108	60	14736	14736.51791		20	-44	14756	14756.07915		84	100	14696	14696.58028		0	88	14660	14660.26412		72	56	14812	14812.28085
	100	16	14764	14764.34733		-68	-32	14780	14780.19107		44	36	14644	14644.11035		68	0	14820	14820.156		-116	108	14704	14704.85416		96	-32	14684	14684.34867
	-88	-52	14704	14704.35527		-76	8	14752	14752.19794		4	-24	14656	14656.0202		-20	20	14632	14632.02734		36	72	14920	14920.21716		-40	44	14784	14784.11959
	-28	52	14660	14660.11896		0	-28	14784	14784.02652		-24	-20	14916	14916.03272		-44	112	14604	14604.49575		60	-40	14688	14688.17701		-96	-56	14700	14700.42013
	-16	-112	14764	14764.43348		-84	-64	14712	14712.37901		-48	88	14780	14780.33991		-44	-48	14812	14812.14313		0	12	14804	14804.00486		8	-24	14648	14648.02185
	32	-4	14720	14720.03533		60	-40	14760	14760.17615		4	20	14804	14804.01405		96	8	14824	14824.313		-12	8	14632	14632.00711		48	48	14760	14760.1561
	8	-48	14736	14736.08035		-104	36	14852	14852.40775		84	-36	14792	14792.28231		112	-52	14780	14780.51582		60	-48	14836	14836.19897		0	4	14796	14796.00054
	36	88	14648	14648.30857		8	-36	14644	14644.04644		-56	-28	14624	14624.13403		-92	64	14752	14752.4257		-64	-8	14796	14796.14058		68	40	14724	14724.21135
	-88	16	14780	14780.27063		-8	-36	14680	14680.04632		32	-40	14672	14672.08942		-132	-24	14812	14812.6076		12	-32	14788	14788.03949		64	12	14644	14644.14477
	32	8	14792	14792.03678		4	20	14680	14680.01417		16	-20	14664	14664.02237		-80	-100	14736	14736.55645		-20	-8	14740	14740.01574		-28	8	14752	14752.02874
	-76	-24	14712	14712.21588		-28	24	14808	14808.04592		12	-68	14704	14704.16213		16	-20	14832	14832.02211		4	-36	14776	14776.0444		40	44	14676	14676.12047
	-84	0	14680	14680.24033		60	-28	14788	14788.14823		-8	-156	14784	14784.82519		-68	-84	14680	14680.39781		48	-12	14744	14744.08302		-24	40	14836	14836.07333
	60	64	14724	14724.26134		-4	4	14668	14668.00109		44	12	14784	14784.07035		-44	0	14876	14876.06507		-44	-80	14692	14692.28369		60	-36	14680	14680.16676
	-112	-12	14784	14784.42911		-140	-4	14736	14736.66557		20	8	14736	14736.01574		-32	-52	14656	14656.12718		-60	100	14612	14612.46536		52	-28	14788	14788.11793
	8	32	14776	14776.03682		16	-28	14672	14672.03544		44	20	14776	14776.07905		-100	-12	14680	14680.3455		44	-88	14728	14728.32862		-4	32	14796	14796.03514
	44	-76	14820	14820.26019		-44	8	14712	14712.06797		68	88	14688	14688.42102		-28	-16	14636	14636.03553		12	36	14624	14624.04923		8	-20	14620	14620.01587
	48	-108	14680	14680.47574		52	56	14592	14592.20011		-32	-60	14776	14776.15647		28	44	14824	14824.09174		-28	-152	14712	14712.81183		-12	72	14764	14764.18044
	32	-52	14752	14752.12636		4	-24	14696	14696.02014		40	20	14772	14772.0677		-4	-116	14600	14600.46136		-64	32	14648	14648.17477		-4	-132	14752	14752.59109
	-60	72	14760	14760.29756		4	-20	14816	14816.01404		20	-76	14696	14696.21012		-12	128	14732	14732.56095		-12	72	14628	14628.18212		8	0	14752	14752.00217
	-72	8	14776	14776.17758		12	44	14732	14732.07059		-32	-28	14768	14768.06121		92	-8	14684	14684.29038		8	4	14592	14592.00274		24	12	14684	14684.02452
	-20	16	14784	14784.02219		-4	-96	14816	14816.31155		-44	-36	14752	14752.10954		-44	24	14656	14656.0857		-36	-44	14740	14740.10963		-8	-4	14828	14828.0027
	104	24	14856	14856.38341		-12	40	14856	14856.0587		-16	-12	14644	14644.01366		-8	-48	14652	14652.08081		88	20	14664	14664.27768		104	16	14812	14812.37375
	56	80	14780	14780.32259		64	12	14764	14764.14359		24	-44	14660	14660.08568		40	-36	14688	14688.09858		56	56	14812	14812.21172		44	76	14632	14632.26353
	52	96	14660	14660.40654		-28	24	14868	14868.04574		56	-96	14608	14608.42278		-68	32	14904	14904.18948		-4	12	14712	14712.00544		-24	-52	14864	14864.11033
	80	-68	14704	14704.37486		40	-12	14792	14792.05895		-24	-44	14576	14576.08617		-56	-32	14724	14724.14127		-44	-68	14732	14732.22264		-48	-64	14676	14676.21804
	-28	-92	14704	14704.31447		0	4	14724	14724.00054		24	-80	14684	14684.23754		-12	-36	14612	14612.04927		-20	4	14724	14724.01413		4	120	14636	14636.49248
	32	-68	14828	14828.19045		72	-48	14656	14656.25546		-100	-56	14684	14684.44728		-60	12	14644	14644.12783		0	-20	14800	14800.01351		-28	-56	14696	14696.13337
	8	56	14672	14672.10905		4	-84	14480	14480.2442		4	32	14648	14648.0355		4	84	14688	14688.24074		8	-20	14828	14828.01565		-56	40	14764	14764.16039
	-36	-8	14708	14708.04623		-4	-32	14604	14604.03561		-40	-40	14712	14712.10875		-120	0	14660	14660.49112		-76	-116	14732	14732.65271		0	-28	14632	14632.02679
	72	-44	14700	14700.24217		-4	136	14748	14748.6276		8	-8	14752	14752.00434		-64	-36	14744	14744.18285		40	44	14704	14704.12024		8	-20	14788	14788.01569
	124	100	14760	14760.8596		-120	-48	14704	14704.568		-80	52	14752	14752.30857		44	-96	14856	14856.37533		-48	-96	14628	14628.39376		32	-36	14684	14684.079
	-44	-24	14640	14640.08579		-24	8	14672	14672.02181		-44	64	14716	14716.20495		24	-8	14704	14704.02176		-36	40	14904	14904.09715		-20	108	14784	14784.408
	-44	52	14764	14764.15714		48	72	14708	14708.25455		-88	-104	14712	14712.63076		28	4	14832	14832.02697		-36	-36	14688	14688.08824		-92	-12	14652	14652.29375
	52	44	14672	14672.15812		-92	-52	14668	14668.38069		88	-12	14728	14728.26779		-112	-24	14712	14712.44589		-68	-20	14656	14656.1714		-12	-56	14688	14688.11166
	96	8	14644	14644.31685		-36	24	14840	14840.06307		8	36	14720	14720.0462		40	36	14660	14660.09877		-40	-20	14616	14616.06842		-32	-28	14752	14752.06128
	16	64	14628	14628.14876		-12	52	14696	14696.0969		84	16	14736	14736.2481		8	-36	14920	14920.04558		-144	32	14740	14740.73811		20	-20	14844	14844.02695
	-12	-8	14676	14676.00709		-24	100	14576	14576.36278		36	-4	14700	14700.04463		32	-60	14788	14788.15634		40	60	14768	14768.17606		4	-28	14628	14628.02734
