Log 6	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 7	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 8	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 9	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 10	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 11	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude
						-44	12	14728	14728.07061												-4	84	14648	14648.2414					
						-48	12	14644	14644.08358												76	-36	14644	14644.24146					
						52	-32	14760	14760.12629												-72	48	14812	14812.25277					
						-176	-12	14748	14749.05502												-56	4	14732	14732.10698					
						76	44	14776	14776.26096												-32	-28	14720	14720.06141					
						-36	-68	14592	14592.20285												-12	32	14704	14704.03972					
						56	-8	14700	14700.10884												8	4	14700	14700.00272					
						72	-48	14620	14620.25609												40	-64	14748	14748.19311					
						132	-32	14740	14740.62577												-40	20	14636	14636.06832					
						52	36	14756	14756.13554												44	24	14792	14792.08491					
						36	-28	14568	14568.07139												32	88	14812	14812.29597					
						8	12	14672	14672.00709												72	84	14728	14728.41553					
						-48	44	14644	14644.14477												-112	16	14696	14696.43549					
						-44	-12	14824	14824.07016												-24	-12	14688	14688.02451					
						-12	-68	14708	14708.16209												-36	36	14700	14700.08816					
						76	-40	14716	14716.25061												-72	80	14712	14712.39369					
						-48	-104	14832	14832.44228												48	-40	14700	14700.13279					
						-60	20	14700	14700.13605												72	-56	14804	14804.281					
						-12	0	14552	14552.00495												-136	-80	14648	14648.84978					
						-104	128	14788	14788.91964												12	-64	14800	14800.14324					
						76	32	14744	14744.2306												52	20	14720	14720.10543					
						-72	56	14652	14652.28392												-72	24	14596	14596.19731					
						-36	64	14748	14748.1828												-100	4	14584	14584.34339					
						84	0	14676	14676.24039												-36	-12	14784	14784.0487					
						-20	12	14716	14716.01848												8	48	14704	14704.08052					
						20	-36	14724	14724.05759												-36	56	14844	14844.14929					
						-60	40	14760	14760.17615												96	-20	14596	14596.3294					
						-64	-4	14816	14816.13877												-4	-4	14724	14724.00109					
						8	-28	14744	14744.02876												-44	0	14748	14748.06564					
						60	-28	14756	14756.14855												-32	0	14816	14816.03456					
						-80	32	14808	14808.25067												-68	-64	14820	14820.29419					
						-132	-32	14712	14712.62696												-40	-52	14692	14692.14647					
						0	100	14808	14808.33765												80	64	14744	14744.35594					
						-24	36	14600	14600.06411												84	24	14668	14668.26016					
						-24	-20	14744	14744.0331												36	-12	14648	14648.04915					
						20	8	14696	14696.01579												-52	4	14672	14672.09269					
						72	80	14932	14932.38789												36	-12	14692	14692.04901					
						44	36	14624	14624.1105												-32	-108	14768	14768.42957					
						-8	28	14664	14664.02891												0	-24	14824	14824.01943					
						-188	-56	14672	14673.31128												108	-80	14700	14700.61441					
						40	4	14740	14740.05482												-52	-56	14764	14764.19778					
						-12	-68	14796	14796.16112												16	-64	14616	14616.14888					
						36	-40	14732	14732.09829												-72	-20	14636	14636.19076					
						-28	16	14752	14752.03525												-8	0	14768	14768.00217					
						-16	4	14656	14656.00928												-24	-72	14640	14640.19672					
						20	-8	14820	14820.01565												-36	60	14772	14772.16572					
						-28	-32	14752	14752.06128												68	-24	14700	14700.17687					
						-24	88	14832	14832.28047												-116	-28	14572	14572.4886					
						16	-68	14652	14652.16653												-40	28	14620	14620.08153					
						52	-68	14652	14652.25007												-68	-16	14716	14716.1658					
						52	28	14572	14572.11968												-64	-88	14628	14628.4047					
						-24	0	14648	14648.01966												4	12	14752	14752.00542					
						-28	-52	14728	14728.11841												32	-12	14632	14632.03991					
						-84	60	14532	14532.36663												-56	-32	14748	14748.14104					
						32	-20	14556	14556.04891												-12	132	14672	14672.59868					
						-36	40	14652	14652.09883												-116	-8	14600	14600.46301					
						-48	-80	14748	14748.29509												-76	12	14796	14796.20005					
						68	-60	14784	14784.27814												44	-8	14804	14804.06755					
						-120	0	14648	14648.49153												64	100	14792	14792.47647					
						80	-4	14536	14536.22069												0	32	14640	14640.03497					
						40	40	14756	14756.10843												-40	36	14808	14808.09778					
						100	88	14688	14688.60402												12	0	14756	14756.00488					
						-12	-104	14724	14724.37218												64	-20	14664	14664.1533					
						-44	40	14696	14696.1203												-28	52	14672	14672.11887					
						-72	32	14896	14896.20838												116	16	14836	14836.46211					
						32	-76	14692	14692.23142												16	80	14800	14800.22486					
						-40	4	14664	14664.0551												20	-28	14752	14752.04013					
						8	-28	14600	14600.02904												84	-12	14712	14712.2447					
						-32	-28	14676	14676.0616												4	80	14628	14628.2193					
						-80	-36	14824	14824.25958												4	32	14716	14716.03534					
						56	28	14764	14764.13275												-120	-32	14760	14760.52248					
						-24	-32	14752	14752.05423												-4	-36	14684	14684.04467					
						-44	16	14776	14776.07417												56	-128	14752	14752.66159					
						-80	-28	14736	14736.24375												-20	-40	14804	14804.06755					
						60	-68	14660	14660.28049												-20	12	14692	14692.01851					
						0	-48	14580	14580.07901												-80	-8	14764	14764.21891					
						-12	-48	14788	14788.08277												-44	116	14748	14748.52182					
						-28	-4	14840	14840.02695												-84	-12	14692	14692.24503					
						-60	44	14712	14712.18814												-28	40	14672	14672.08124					
						-24	-48	14776	14776.09746												0	-68	14616	14616.15818					
						24	4	14596	14596.02028												20	0	14704	14704.0136					
						56	-12	14720	14720.11141												-20	4	14768	14768.01408					
						-76	-24	14780	14780.21488												-60	-52	14584	14584.21613					
						-4	-28	14840	14840.02695												48	-56	14736	14736.18458					
						-20	8	14840	14840.01563												-40	12	14708	14708.05929					
						8	8	14732	14732.00434												52	12	14624	14624.09737					
						12	-16	14880	14880.01344												-16	-76	14700	14700.20517					
						32	4	14664	14664.03546												20	88	14700	14700.277					
						-96	-24	14660	14660.33397												12	80	14740	14740.22198					
						-100	124	14812	14812.85658												0	36	14724	14724.04401					
						-120	44	14696	14696.55579												-52	56	14784	14784.19751					
						0	-20	14716	14716.01359												-60	-20	14692	14692.13613					
						56	-48	14796	14796.18383												-20	20	14748	14748.02712					
						28	120	14740	14740.51505												68	12	14704	14704.16213					
						-32	-88	14804	14804.29613												8	-32	14696	14696.03702					
						52	-24	14784	14784.11093												-88	-32	14772	14772.29677					
						0	32	14716	14716.03479												40	-80	14792	14792.27041					
						52	-52	14744	14744.1834												4	-92	14848	14848.28556					
						-72	-16	14660	14660.18554												-44	8	14776	14776.06768					
						112	16	14656	14656.43667												-20	-12	14716	14716.01848					
						24	-32	14652	14652.0546												8	-20	14676	14676.01581					
						-4	-96	14804	14804.3118												-28	0	14796	14796.02649					
						-44	88	14724	14724.32871												-56	-44	14596	14596.17375					
						-28	4	14624	14624.02735												20	-44	14588	14588.08007					
						36	-12	14672	14672.04907												-28	-28	14736	14736.0532					
						44	-80	14764	14764.28231												-72	-16	14788	14788.18393					
						32	-4	14684	14684.03541												-4	-4	14772	14772.00108					
						-4	20	14624	14624.01422												-28	-24	14748	14748.04611					
						8	32	14784	14784.0368												60	-56	14732	14732.22862					
						68	-80	14692	14692.37517												-112	0	14700	14700.42666					
						-144	8	14660	14660.7094												-32	152	14796	14796.81533					
						0	-24	14792	14792.01947												4	8	14508	14508.00276					
						-112	-40	14772	14772.47874												12	-84	14620	14620.24624					
						96	-8	14596	14596.31789												-4	0	14656	14656.00055					
						4	-12	14824	14824.0054												-32	-56	14732	14732.14119					
						40	32	14652	14652.08954												-24	36	14728	14728.06355					
						116	56	14804	14804.56038												8	4	14636	14636.00273					
						-36	-72	14628	14628.22149												-152	4	14684	14684.78723					
						8	-64	14776	14776.14077												-28	56	14716	14716.13319					
						0	-12	14776	14776.00487												-36	-36	14740	14740.08792					
						-4	-76	14700	14700.19701												-28	-52	14576	14576.11965					
						-4	-8	14692	14692.00272												-72	-76	14680	14680.37329					
						52	-28	14648	14648.11906												32	-92	14736	14736.32193					
						104	32	14852	14852.39859												-32	-52	14644	14644.12729					
						-68	52	14692	14692.24939												108	-104	14864	14864.75617					
						8	16	14776	14776.01083												-52	-8	14756	14756.09379					
						-56	-72	14816	14816.28077												16	-52	14652	14652.10101					
						12	-16	14712	14712.01359												64	48	14660	14660.21828					
						-80	-48	14744	14744.29517												-80	28	14800	14800.2427					
						16	-40	14640	14640.06339												20	-68	14800	14800.16973					
						-68	-100	14684	14684.49795												12	-20	14600	14600.01863					
						-16	8	14624	14624.01094												-32	4	14732	14732.0353					
						20	-96	14800	14800.32486												36	-32	14680	14680.07902					
						68	76	14724	14724.35316												-120	-52	14760	14760.57939					
						-4	-28	14600	14600.0274												-16	84	14604	14604.25034					
						8	-20	14800	14800.01568												28	4	14736	14736.02714					
						20	-104	14856	14856.37749												-88	40	14660	14660.31869					
						-64	-16	14724	14724.14779												-4	44	14772	14772.06607					
						-92	12	14716	14716.29247												12	-84	14728	14728.24443					
						-24	4	14812	14812.01998												-20	84	14844	14844.25114					
						8	-36	14760	14760.04607												-32	12	14712	14712.0397					
						-12	20	14952	14952.01819												-56	112	14648	14648.53522					
						-68	-8	14568	14568.1609												12	16	14680	14680.01362					
						-20	100	14756	14756.35239												68	112	14700	14700.58393					
						52	16	14788	14788.10008												0	-48	14784	14784.07792					
						0	-12	14676	14676.00491												16	44	14796	14796.07407					
						-28	20	14828	14828.03992												4	4	14736	14736.00109					
						-56	-52	14764	14764.19778												96	48	14740	14740.39077					
						28	-52	14684	14684.11877												-56	-52	14800	14800.1973					
						28	-20	14744	14744.04015												-100	-52	14672	14672.43293					
						-136	40	14772	14772.68019												-76	-20	14776	14776.20899					
						-28	4	14716	14716.02718												-36	-60	14696	14696.16657					
						-64	-12	14664	14664.14457												-12	28	14648	14648.03168					
						-28	8	14744	14744.02876												104	-4	14680	14680.36893					
						0	32	14612	14612.03504												48	16	14832	14832.0863					
						-68	8	14560	14560.16099												-8	-60	14844	14844.12342					
						-24	-44	14820	14820.08475												76	24	14724	14724.2157					
						-16	48	14616	14616.08757												-16	-8	14840	14840.01078					
						20	-92	14564	14564.30431												-36	-48	14728	14728.12222					
						-24	-20	14784	14784.03301												-120	36	14632	14632.53635					
						32	-36	14592	14592.0795												-16	-60	14744	14744.13076					
						-100	-28	14860	14860.36285												-40	-40	14820	14820.10796					
						-12	-52	14740	14740.09661												20	8	14704	14704.01578					
						24	0	14632	14632.01968												-24	-48	14624	14624.09847					
						56	-32	14752	14752.141												-80	-20	14844	14844.22905					
						28	-8	14792	14792.02866												40	-84	14736	14736.2937					
						-20	-24	14680	14680.03324												12	-60	14632	14632.12794					
						-44	-16	14652	14652.0748												-20	-20	14696	14696.02722					
						4	40	14752	14752.05477												-56	0	14796	14796.10597					
						-56	-20	14672	14672.1205												-12	28	14660	14660.03165					
						-12	-60	14600	14600.12822												-56	36	14712	14712.15062					
						16	-44	14712	14712.0745												-124	-4	14668	14668.52467					
						0	-72	14776	14776.17542												-52	-72	14856	14856.26548					
						172	64	14688	14689.14647												-8	20	14888	14888.01558					
						76	-52	14748	14748.28749												-16	-24	14652	14652.02839					
						-48	20	14644	14644.09232												-12	8	14692	14692.00708					
						-16	-48	14728	14728.08691												-72	-12	14736	14736.18078					
						0	-84	14696	14696.24006												8	60	14636	14636.12517					
						-32	-12	14752	14752.03959												-116	96	14600	14600.77642					
						-44	-48	14760	14760.14363												16	-12	14752	14752.01356					
						36	-40	14628	14628.09899												-24	-104	14828	14828.38413					
						-12	-32	14588	14588.04003												-12	92	14820	14820.29042					
						12	-24	14664	14664.02455												-4	-4	14632	14632.00109					
						-12	44	14796	14796.07029												0	112	14648	14648.42818					
						4	-36	14740	14740.0445												-88	-20	14696	14696.27708					
						-48	-64	14584	14584.21942												-32	-68	14692	14692.19221					
						-28	72	14688	14688.20316												40	0	14748	14748.05424					
						120	44	14776	14776.55278												-4	16	14672	14672.00927					
						48	44	14868	14868.14259												-60	-8	14796	14796.12382					
						-44	-52	14620	14620.15869												-16	8	14800	14800.01081					
						4	-64	14800	14800.13892												72	-8	14660	14660.17899					
						-52	52	14688	14688.18409												-12	16	14744	14744.01356					
						28	0	14572	14572.0269												24	-4	14672	14672.02017					
						-108	20	14620	14620.41258												-8	-20	14708	14708.01577					
						-8	12	14736	14736.00706												36	28	14700	14700.07075					
						56	-100	14720	14720.44619												-32	48	14748	14748.11283					
						12	-28	14844	14844.03126												-48	56	14656	14656.18559					
						-20	-44	14712	14712.07939												80	56	14660	14660.32524					
						-24	-40	14664	14664.0742												8	-44	14700	14700.06803					
						-44	-36	14604	14604.11065												40	12	14752	14752.05911					
						-40	-80	14648	14648.27307												32	-4	14772	14772.0352					
						-76	-20	14796	14796.2087												-24	16	14632	14632.02843					
						-48	4	14660	14660.07913												-28	-8	14760	14760.02873					
						-76	4	14780	14780.19594												-8	84	14796	14796.2406					
						-56	24	14668	14668.12653												4	-32	14752	14752.03525					
						-56	-44	14700	14700.17252												72	68	14856	14856.3301					
						-12	-4	14604	14604.00548												-60	12	14652	14652.12776					
						52	-60	14660	14660.21501												8	-100	14692	14692.3425					
						-72	-8	14732	14732.17811												-60	-24	14748	14748.14158					
						-60	56	14692	14692.22924												8	8	14692	14692.00436					
						-12	-20	14724	14724.01847												56	12	14744	14744.11123					
						-32	12	14716	14716.03968												28	-24	14600	14600.04658					
						4	-40	14780	14780.05467												-60	100	14692	14692.46283					
						-80	36	14576	14576.26399												-88	64	14796	14796.4001					
						4	-76	14660	14660.19754												-68	-20	14808	14808.16964					
						-32	-120	14668	14668.52576												44	-24	14712	14712.08537					
						36	-32	14808	14808.07834												36	-12	14808	14808.04862					
						-8	72	14672	14672.17884												32	-36	14756	14756.07861					
						-16	32	14692	14692.04356												28	-52	14596	14596.11948					
						52	-52	14656	14656.1845												80	64	14484	14484.36233					
						24	36	14760	14760.06341												-48	-44	14720	14720.14402					
						-100	-72	14736	14736.51519												-8	-20	14928	14928.01554					
						24	-68	14800	14800.17567												136	40	14716	14716.68278					
						0	28	14788	14788.02651												-44	24	14792	14792.08491					
						48	-16	14668	14668.08726												20	-40	14692	14692.06806					
						-80	0	14704	14704.21763												28	92	14704	14704.31447					
						-32	-20	14680	14680.0485												12	36	14652	14652.04914					
						100	32	14720	14720.37445												-100	16	14760	14760.34742					
						-124	-52	14788	14788.61129												16	112	14696	14696.43549					
						44	0	14776	14776.06551												-20	20	14752	14752.02711					
						-16	48	14664	14664.08729												-52	136	14732	14732.7195					
						32	-60	14712	14712.15715												0	8	14672	14672.00218					
						12	16	14656	14656.01365												20	12	14636	14636.01858					
						-80	8	14820	14820.21808												-56	-156	14728	14728.93262					
						-72	-24	14724	14724.1956												108	56	14800	14800.49999					
						-88	16	14844	14844.26947												4	-24	14804	14804.01999					
						-56	44	14792	14792.17144												-32	20	14828	14828.04802					
						-124	-24	14772	14772.53993												72	20	14584	14584.19144					
						-84	-52	14892	14892.32769												-60	-4	14812	14812.12206					
						60	40	14800	14800.17567												28	32	14880	14880.06075					
						-108	-12	14716	14716.40119												48	12	14624	14624.0837					
						20	56	14832	14832.1192												8	28	14636	14636.02897					
						-12	92	14784	14784.29112												52	64	14672	14672.23173					
						20	-60	14740	14740.13568												-72	-100	14640	14640.51857					
						-8	-48	14708	14708.0805												44	-16	14760	14760.07425					
						20	0	14616	14616.01368												-44	-108	14804	14804.45933					
						-88	-12	14700	14700.2683												24	-20	14640	14640.03333					
						-36	-8	14816	14816.0459												8	64	14756	14756.14096					
						76	24	14772	14772.215												-36	76	14772	14772.23937					
						-136	24	14620	14620.65224												-108	0	14628	14628.39868					
						-36	-56	14580	14580.15199												68	100	14624	14624.49999					
						96	12	14712	14712.3181												64	-108	14804	14804.53228					
						64	-24	14672	14672.15921												-40	-28	14760	14760.08076					
						-60	60	14876	14876.242												-12	-96	14692	14692.31854					
						12	-68	14744	14744.16169												76	0	14632	14632.19737					
						-8	40	14672	14672.05671												56	-48	14700	14700.18503					
						-28	-68	14764	14764.18315												96	-88	14796	14796.57312					
						16	8	14736	14736.01086												-52	-20	14796	14796.10489					
						-4	-20	14716	14716.01413												-44	4	14840	14840.06577					
						36	-48	14772	14772.12185												12	12	14664	14664.00982					
						-80	64	14704	14704.35691												108	-32	14692	14692.43179					
						52	-28	14788	14788.11793												20	120	14648	14648.50518					
						0	28	14872	14872.02636												28	-4	14728	14728.02716					
						-48	-4	14664	14664.07911												12	-96	14824	14824.3157					
						-24	-20	14772	14772.03304												28	16	14692	14692.03539					
						-48	0	14628	14628.07875												16	88	14696	14696.27218					
						0	4	14692	14692.00054												-28	-28	14608	14608.05367					
						16	4	14880	14880.00914												8	-4	14708	14708.00272					
						32	12	14720	14720.03967												24	-92	14652	14652.30849					
						12	-52	14820	14820.09609												-96	-76	14768	14768.50758					
						32	0	14816	14816.03456												-60	-12	14740	14740.127					
						-96	-96	14748	14748.62489												4	-36	14660	14660.04475					
						-24	44	14808	14808.08482												-36	-60	14676	14676.1668					
						16	-8	14720	14720.01087												52	16	14892	14892.09938					
						-20	-8	14640	14640.01585												-44	-48	14764	14764.14359					
						-44	20	14776	14776.07905												40	-52	14852	14852.1449					
						16	0	14760	14760.00867												-24	56	14660	14660.1266					
						32	-128	14664	14664.59355												-76	16	14692	14692.20528					
						-24	-132	14732	14732.6109												4	40	14756	14756.05476					
						48	84	14636	14636.31976												-24	56	14724	14724.12605					
						-60	88	14708	14708.38564												-120	100	14764	14764.82631					
						-12	-24	14652	14652.02457												44	16	14748	14748.07431					
						-40	-56	14636	14636.16179												-8	64	14872	14872.13986					
						4	-60	14620	14620.12367												52	-44	14824	14824.1565					
						-56	0	14656	14656.10699												32	0	14648	14648.03495					
						56	-64	14684	14684.24625												-76	-8	14820	14820.19703					
						-64	48	14740	14740.21709												12	-68	14676	14676.16244					
						-48	12	14776	14776.08284												40	88	14668	14668.31851					
						88	8	14720	14720.26522												-20	-44	14728	14728.0793					
						0	-36	14704	14704.04407												-28	20	14716	14716.04023					
						-24	-8	14692	14692.02178												-68	-28	14720	14720.18369					
						84	-24	14700	14700.25959												-68	-12	14592	14592.16338					
						-112	-40	14740	14740.47978												12	0	14812	14812.00486					
						64	28	14776	14776.16513												-68	32	14688	14688.19226					
						0	-36	14816	14816.04374												16	8	14680	14680.0109					
						-12	-4	14664	14664.00546												-20	-20	14800	14800.02703					
						-60	0	14720	14720.12228												-24	24	14528	14528.03965					
						-44	-96	14872	14872.37493												4	-32	14716	14716.03534					
						80	-24	14728	14728.23683												-72	-136	14780	14780.80106					
						-92	24	14612	14612.30933												-184	-32	14712	14713.18538					
						-96	72	14592	14592.49341												0	12	14816	14816.00486					
						-32	20	14888	14888.04782												28	20	14656	14656.04039					
						-16	12	14688	14688.01362												20	-36	14724	14724.05759					
						-32	-68	14720	14720.19185												-20	-124	14744	14744.53499					
						-64	28	14680	14680.16621												84	-80	14688	14688.45805					
						96	100	14660	14660.65537												96	20	14664	14664.32787					
						64	24	14644	14644.15952												32	44	14768	14768.10022					
						56	-48	14728	14728.18468												24	56	14764	14764.12571					
						36	-92	14748	14748.33089												64	-160	14736	14737.00757					
						104	20	14816	14816.3785												20	80	14756	14756.23041					
						-28	32	14864	14864.06082												76	-28	14708	14708.22301					
						32	24	14616	14616.05473												-84	-96	14680	14680.55421					
						68	84	14736	14736.3963												-44	-56	14568	14568.17408					
						-80	24	14624	14624.23851												-20	-44	14680	14680.07956					
						-32	-80	14832	14832.25027												-36	-36	14680	14680.08828					
						60	20	14844	14844.13473												84	52	14724	14724.33143					
						-60	-8	14748	14748.12422												12	44	14748	14748.07052					
						-48	56	14628	14628.18594												-52	28	14752	14752.11822					
						-24	128	14812	14812.5725												-12	20	14684	14684.01852					
						-16	-4	14748	14748.00922												28	20	14756	14756.04012					
						8	-24	14756	14756.02169												0	-32	14728	14728.03476					
						-4	-48	14616	14616.07936												-112	44	14716	14716.49197					
						40	32	14756	14756.08891												-24	8	14700	14700.02177					
						24	-40	14680	14680.07411												-60	-24	14724	14724.14181					
						-36	8	14832	14832.04585												80	88	14868	14868.47564					
						-60	-16	14948	14948.12898												0	80	14632	14632.2187					
						52	72	14824	14824.26605												-64	-8	14704	14704.14146					
						84	-12	14772	14772.2437												-124	-20	14864	14864.53067					
						4	12	14792	14792.00541												0	24	14872	14872.01937					
						-52	-24	14584	14584.11245												-72	60	14812	14812.29651					
						-108	-52	14664	14664.4899												-52	-84	14760	14760.33062					
						-100	36	14660	14660.38526												-36	-12	14504	14504.04964					
						128	24	14836	14836.57157												-16	20	14736	14736.02226					
						32	-4	14720	14720.03533												-96	4	14784	14784.31223					
						80	-4	14740	14740.21764												-52	44	14704	14704.15778					
						16	32	14660	14660.04366												0	-12	14516	14516.00496					
						-136	-80	14756	14756.84356												-36	52	14492	14492.13801					
						-20	-36	14788	14788.05734												60	-8	14772	14772.12402					
						8	-108	14644	14644.40043												64	-80	14708	14708.35681					
						8	-20	14812	14812.01566												36	60	14788	14788.16554					
						-52	-44	14716	14716.15765												-20	84	14656	14656.25436					
						-16	-20	14816	14816.02214												-88	20	14916	14916.27299					
						44	-12	14608	14608.07119												-16	-60	14644	14644.13166					
						-36	16	14772	14772.05253												40	48	14784	14784.13203					
						64	-32	14740	14740.17368												20	16	14764	14764.02222					
						-20	-40	14716	14716.06795												64	-4	14720	14720.13967					
						-76	28	14688	14688.22331												28	72	14812	14812.20146					
						68	0	14696	14696.15732												40	16	14680	14680.06322					
						-20	-60	14812	14812.13503												12	-12	14656	14656.00983					
						40	-24	14764	14764.07369												-88	-24	14668	14668.28361					
						52	20	14840	14840.10458												-60	-28	14692	14692.1492					
						24	-4	14788	14788.02002												-36	56	14540	14540.15241					
						0	-12	14772	14772.00487												24	8	14844	14844.02156					
						-12	-36	14748	14748.04882												0	-108	14660	14660.39781					
						44	-108	14852	14852.45784												-8	56	14776	14776.10828					
						-80	132	14684	14684.8112												24	-8	14808	14808.02161					
						8	72	14632	14632.17933												-112	-12	14704	14704.43144					
						-44	92	14708	14708.35354												92	-60	14540	14540.41485					
						36	-20	14776	14776.05739												-88	16	14744	14744.27129					
						-16	52	14808	14808.09995												-80	-76	14744	14744.41291					
						-104	20	14856	14856.37749												72	16	14712	14712.18488					
						0	-48	14476	14476.07958												-60	-12	14924	14924.12544					
						0	-12	14584	14584.00494												28	-16	14716	14716.03534					
						76	-76	14700	14700.39292												28	32	14840	14840.06092					
						72	28	14740	14740.20244												-28	12	14644	14644.03169					
						108	4	14824	14824.39395												-24	-24	14872	14872.03873					
						-60	16	14704	14704.13112												0	-56	14680	14680.10681					
						-76	-72	14648	14648.37411												36	-52	14796	14796.13517					
						40	20	14700	14700.06803												80	24	14776	14776.23606					
						64	-48	14736	14736.21715												-124	0	14724	14724.52213					
						-56	72	14644	14644.28407												20	108	14804	14804.40745					
						-72	-56	14712	14712.28276												64	-76	14800	14800.33351					
						28	-12	14620	14620.03174												52	-40	14832	14832.14509					
						-44	8	14648	14648.06827												-68	36	14744	14744.20076					
						28	48	14776	14776.10449												-8	16	14760	14760.01084					
						16	80	14520	14520.2292												20	-12	14824	14824.01835					
						-56	36	14624	14624.15153												-60	36	14644	14644.16717					
						108	-16	14824	14824.40205												48	4	14632	14632.07928					
						-60	16	14716	14716.13101												92	12	14684	14684.29311					
						24	-20	14624	14624.03337												-72	8	14672	14672.17884					
						4	-88	14808	14808.26202												-100	12	14764	14764.34353					
						4	0	14712	14712.00054												84	28	14636	14636.26783					
						-12	-56	14776	14776.11099												16	-60	14648	14648.13162					
						-68	4	14648	14648.15838												44	32	14704	14704.10065					
						-40	-20	14760	14760.06775												-48	120	14656	14656.56986					
						-12	-12	14552	14552.0099												108	4	14780	14780.39512					
						44	36	14616	14616.11056												-20	60	14892	14892.1343					
						124	64	14680	14680.6632												48	-36	14704	14704.12242					
						32	72	14700	14700.21115												32	56	14692	14692.14157					
						-8	8	14776	14776.00433												-104	-12	14712	14712.37248					
						-164	-28	14840	14840.93259												48	16	14588	14588.08774					
						-32	92	14732	14732.32202												-16	-80	14828	14828.22444					
						-40	28	14812	14812.08048												-40	48	14796	14796.13193					
						-4	20	14828	14828.01403												4	24	14692	14692.02015					
						-72	92	14804	14804.46095												36	-48	14768	14768.12188					
						-12	8	14660	14660.00709												32	92	14696	14696.32281					
						-12	-68	14716	14716.162												-48	-52	14632	14632.17113					
						104	-40	14824	14824.41877												-76	28	14656	14656.2238					
						-12	-40	14852	14852.05871												56	32	14816	14816.14039					
						60	0	14708	14708.12238												32	-28	14720	14720.06141					
						8	-56	14644	14644.10926												20	-64	14752	14752.15239					
						-16	20	14640	14640.0224												20	24	14816	14816.03294					
						-44	56	14648	14648.17313												-8	-112	14732	14732.42791					
						-68	52	14748	14748.24844												0	-8	14756	14756.00217					
						20	72	14576	14576.19155												-100	8	14696	14696.3424					
						-40	-88	14644	14644.31904												40	-48	14668	14668.13308					
						-96	60	14708	14708.43567												52	-76	14784	14784.28679					
						52	-40	14656	14656.14683												60	44	14588	14588.18974					
						-16	12	14816	14816.0135												32	-32	14784	14784.06926					
						-8	0	14684	14684.00218												72	68	14636	14636.33506					
						4	-20	14844	14844.01401												-8	-40	14764	14764.05635					
						-52	-28	14816	14816.11771												28	52	14772	14772.11806					
						4	-32	14728	14728.03531												-100	-72	14696	14696.51659					
						-8	64	14644	14644.14204												0	0	14780	14780					
						-56	-36	14660	14660.15116												-16	-112	14708	14708.43513					
						44	16	14728	14728.07442												20	12	14828	14828.01834					
						-12	4	14676	14676.00545												40	-32	14756	14756.08891					
						-48	-32	14764	14764.11271												-20	-56	14760	14760.11978					
						-60	-56	14656	14656.2298												-96	4	14552	14552.3172					
						-28	-60	14876	14876.14735												44	64	14616	14616.20635					
						64	-36	14704	14704.18335												-144	36	14636	14636.75265					
						-4	-52	14672	14672.09269												-20	72	14580	14580.19149					
						-24	-84	14796	14796.25791												-80	88	14648	14648.48279					
						-68	-40	14692	14692.21181												20	108	14728	14728.40955					
						-56	0	14800	14800.10595												-44	-32	14756	14756.1003					
						20	-36	14840	14840.05714												-144	-96	14652	14653.02208					
						-52	40	14704	14704.14635												8	-40	14688	14688.05664					
						-104	-24	14616	14616.3897												-12	-36	14756	14756.04879					
						-60	-20	14648	14648.13654												24	72	14716	14716.1957					
						-4	-100	14808	14808.33819												116	-24	14712	14712.47688					
						-72	28	14864	14864.20075												20	-44	14768	14768.07909					
						-4	44	14868	14868.06564												28	32	14692	14692.06153					
						52	-92	14864	14864.37567												32	-68	14756	14756.19138					
						-4	4	14764	14764.00108												-96	-16	14688	14688.32244					
						-76	8	14592	14592.20011												-12	-88	14764	14764.26713					
						-24	-64	14780	14780.15805												-72	-64	14716	14716.3153					
						-8	0	14692	14692.00218												-28	32	14704	14704.06148					
						-48	-8	14720	14720.08043												-8	8	14620	14620.00438					
						16	20	14660	14660.02237												-52	-16	14860	14860.0996					
						72	8	14752	14752.17787												36	-80	14716	14716.26148					
						4	-16	14752	14752.00922												56	24	14668	14668.12653					
						36	-52	14624	14624.13676												-44	-72	14800	14800.24054					
						-32	92	14736	14736.32193												72	-60	14820	14820.29635					
						-52	-104	14788	14788.45712												4	64	14624	14624.14059					
						-4	12	14720	14720.00543												36	-144	14796	14796.74451					
						-12	32	14756	14756.03958												-32	32	14528	14528.07048					
						80	-24	14748	14748.2365												-72	32	14732	14732.2107					
						0	-8	14724	14724.00217												-80	-48	14612	14612.29783					
						32	-8	14660	14660.03711												-44	36	14528	14528.11123					
						-64	-24	14752	14752.15835												-68	4	14668	14668.15817					
						0	8	14676	14676.00218												60	-28	14740	14740.14871					
						-24	-32	14656	14656.05459												16	-20	14756	14756.02223					
						12	-28	14736	14736.03149												24	-28	14744	14744.04612					
						-84	-44	14700	14700.30585												-104	44	14808	14808.43057					
						56	-84	14552	14552.35019												56	-16	14728	14728.11515					
						56	-32	14828	14828.14027												24	88	14624	14624.28446					
						-88	-72	14752	14752.43817												-40	4	14772	14772.0547					
