Log 0	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 1	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 2	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 3	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 4	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 5	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)
									-90	-30	7												
									-97	-33	13												
									-90	-32	11												
									-92	-28	9												
									-91	-38	5												
									-89	-37	12												
									-90	-30	2												
									-94	-32	5												
									-94	-38	10												
									-95	-33	7												
									-94	-34	4												
									-94	-31	12												
									-93	-30	11												
									-91	-38	11												
									-90	-27	9												
									-91	-31	10												
									-95	-29	9												
									-98	-28	11												
									-92	-34	6												
									-88	-34	11												
									-87	-36	8												
									-96	-35	13												
									-91	-39	8												
									-98	-31	4												
									-93	-36	8												
									-92	-33	7												
									-92	-26	7												
									-93	-32	8												
									-90	-37	4												
									-86	-34	8												
									-93	-39	7												
									-92	-26	8												
									-95	-39	11												
									-94	-32	10												
									-91	-34	3												
									-91	-31	15												
									-94	-34	2												
									-87	-32	11												
									-92	-37	14												
									-96	-32	17												
									-91	-28	6												
									-90	-36	4												
									-92	-41	5												
									-94	-31	4												
									-93	-34	8												
									-94	-38	1												
									-91	-36	3												
									-91	-35	10												
									-94	-32	9												
									-87	-31	7												
									-94	-38	12												
									-90	-31	10												
									-95	-34	2												
									-92	-37	9												
									-88	-35	2												
									-91	-38	14												
									-92	-34	6												
									-95	-40	8												
									-95	-32	2												
									-92	-31	9												
									-90	-34	10												
									-90	-31	13												
									-93	-36	12												
									-97	-35	6												
									-95	-37	3												
									-93	-30	9												
									-93	-36	3												
									-94	-35	16												
									-97	-33	8												
									-92	-32	9												
									-88	-30	12												
									-93	-36	8												
									-99	-30	8												
									-92	-35	11												
									-93	-32	0												
									-92	-39	0												
									-96	-31	12												
									-96	-42	11												
									-87	-31	5												
									-93	-34	6												
									-88	-35	4												
									-90	-31	4												
									-92	-32	3												
									-91	-33	10												
									-93	-35	5												
									-92	-32	8												
									-90	-43	13												
									-93	-36	10												
									-94	-35	4												
									-91	-30	9												
									-88	-32	4												
									-97	-31	2												
									-90	-31	11												
									-86	-36	7												
									-88	-34	11												
									-94	-33	8												
									-92	-32	5												
									-91	-30	4												
									-87	-29	6												
									-91	-30	8												
									-95	-30	5												
									-88	-33	9												
									-94	-33	7												
									-86	-36	4												
									-89	-33	13												
									-98	-29	11												
									-89	-32	9												
									-89	-36	4												
									-88	-36	7												
									-89	-31	7												
									-95	-29	7												
									-91	-33	8												
									-93	-32	6												
									-91	-31	8												
									-92	-36	9												
									-91	-34	6												
									-92	-33	6												
									-91	-32	2												
									-94	-30	7												
									-91	-28	12												
									-94	-30	3												
									-93	-29	6												
									-89	-32	6												
									-93	-40	12												
									-88	-34	11												
									-90	-29	4												
									-85	-32	6												
									-93	-32	11												
									-91	-26	5												
									-95	-30	4												
									-96	-35	10												
									-92	-30	10												
									-90	-34	9												
									-94	-37	5												
									-91	-35	8												
									-96	-32	3												
									-93	-33	5												
									-94	-32	12												
									-94	-38	6												
									-92	-32	9												
									-90	-28	10												
									-89	-33	7												
									-87	-37	6												
									-92	-34	4												
									-91	-35	10												
									-88	-29	9												
									-95	-30	8												
									-93	-33	6												
									-96	-29	11												
									-94	-36	7												
									-91	-31	7												
									-87	-29	8												
									-93	-37	10												
									-94	-36	9												
									-92	-32	11												
									-87	-26	11												
									-92	-31	4												
									-90	-36	11												
									-90	-29	5												
									-96	-33	4												
									-95	-34	14												
									-91	-34	2												
									-93	-32	3												
									-90	-34	-3												
									-92	-31	12												
									-91	-32	11												
									-90	-32	5												
									-93	-37	8												
									-96	-29	14												
									-91	-28	7												
									-94	-29	3												
									-94	-37	6												
									-93	-32	2												
									-94	-36	10												
									-92	-31	13												
									-95	-33	10												
									-93	-36	6												
									-88	-29	5												
									-92	-30	15												
									-90	-33	5												
									-93	-34	11												
									-92	-31	15												
									-93	-33	7												
									-89	-38	9												
									-92	-38	6												
									-90	-32	3												
									-93	-31	3												
									-94	-34	7												
									-94	-31	4												
									-90	-32	6												
									-90	-30	8												
									-87	-36	9												
									-96	-27	7												
									-92	-36	10												
									-88	-37	2												
									-90	-32	6												
									-98	-27	6												
									-88	-34	0												
									-91	-37	8												
									-92	-33	10												
									-89	-33	2												
									-90	-33	12												
									-94	-30	6												
									-90	-29	8												
									-93	-34	2												
									-96	-30	15												
									-95	-31	12												
									-90	-35	12												
									-93	-33	13												
									-91	-27	11												
									-91	-27	6												
									-87	-23	7												
									-85	-34	5												
									-90	-27	16												
									-91	-33	6												
									-95	-32	9												
									-92	-28	5												
									-92	-38	2												
									-91	-26	11												
									-89	-34	4												
									-89	-33	6												
									-90	-29	1												
									-90	-36	7												
									-92	-33	9												
									-91	-32	8												
									-90	-32	9												
									-89	-33	3												
									-93	-33	4												
									-96	-31	8												
									-93	-34	2												
									-93	-31	13												
									-92	-32	6												
									-93	-35	12												
									-96	-34	3												
									-92	-33	9												
									-89	-34	10												
									-92	-36	6												
									-93	-33	3												
									-93	-33	14												
									-97	-37	5												
									-96	-37	12												
									-94	-29	16												
									-91	-34	14												
									-89	-32	3												
									-94	-31	6												
									-86	-32	13												
									-96	-33	8												
									-92	-38	7												
									-92	-40	10												
									-91	-28	9												
									-94	-36	12												
									-89	-33	13												
									-95	-37	2												
									-86	-33	5												
									-89	-30	3												
									-89	-30	5												
									-96	-33	10												
									-92	-36	8												
									-94	-33	14												
									-93	-26	9												
									-92	-26	6												
									-92	-34	11												
									-91	-37	3												
									-92	-31	3												
									-93	-37	8												
									-89	-38	4												
									-91	-36	13												
									-96	-32	5												
									-92	-35	7												
									-91	-31	9												
									-88	-32	3												
									-90	-33	11												
									-100	-33	11												
									-91	-33	9												
									-96	-35	12												
									-93	-28	3												
									-91	-34	8												
									-90	-25	11												
									-96	-33	11												
									-90	-34	6												
									-93	-32	7												
									-92	-35	8												
									-93	-40	2												
									-91	-33	10												
									-93	-38	0												
									-93	-37	10												
									-88	-32	4												
									-87	-32	11												
									-88	-29	10												
									-93	-36	7												
									-95	-34	1												
									-93	-32	5												
									-88	-31	11												
									-88	-36	12												
									-92	-38	10												
									-92	-31	4												
									-94	-36	-1												
									-92	-37	8												
									-90	-31	1												
									-88	-34	11												
									-88	-33	11												
									-94	-31	8												
									-90	-33	11												
									-91	-27	10												
									-92	-33	10												
									-91	-34	6												
									-89	-33	3												
									-91	-32	3												
									-93	-31	6												
									-92	-33	11												
									-88	-35	8												
									-87	-37	8												
									-94	-33	13												
									-92	-35	13												
									-94	-36	6												
									-91	-36	1												
									-97	-30	8												
									-90	-35	11												
									-91	-33	11												
									-91	-41	3												
									-95	-37	6												
									-92	-37	3												
									-90	-35	4												
									-90	-34	6												
									-91	-31	7												
									-93	-39	7												
									-91	-38	10												
									-91	-33	13												
									-92	-31	17												
									-89	-28	9												
									-88	-31	5												
									-92	-32	6												
									-87	-27	5												
									-89	-25	10												
									-95	-36	6												
									-90	-36	11												
									-92	-31	4												
									-89	-33	3												
									-88	-34	8												
									-91	-33	13												
									-93	-36	11												
									-87	-26	13												
									-89	-33	11												
									-95	-37	4												
									-87	-36	4												
									-91	-28	10												
									-87	-36	5												
									-89	-37	7												
									-91	-35	9												
									-92	-35	10												
									-88	-27	5												
									-96	-33	4												
									-92	-36	5												
									-96	-38	6												
									-91	-33	7												
									-86	-28	5												
									-95	-33	4												
									-91	-32	5												
									-93	-34	13												
									-94	-34	13												
									-89	-30	7												
									-95	-34	5												
									-88	-36	13												
									-92	-33	2												
									-88	-30	10												
									-91	-38	11												
									-90	-34	2												
									-90	-35	10												
									-89	-30	14												
									-95	-34	7												
									-88	-30	7												
									-92	-34	4												
									-90	-37	9												
									-87	-34	5												
									-92	-31	4												
									-93	-32	10												
									-88	-34	10												
									-99	-30	14												
									-93	-36	6												
									-91	-26	7												
									-84	-36	9												
									-93	-36	8												
									-95	-33	0												
									-90	-27	7												
									-94	-33	8												
									-89	-37	10												
									-94	-41	8												
									-93	-32	10												
									-90	-29	9												
									-90	-30	4												
									-94	-39	11												
									-89	-34	12												
									-96	-32	3												
									-89	-33	8												
									-91	-29	9												
									-97	-36	9												
									-88	-29	7												
									-92	-27	10												
									-94	-33	4												
									-88	-33	4												
									-89	-39	9												
									-90	-33	8												
									-92	-31	11												
									-94	-32	7												
									-94	-35	7												
									-95	-31	11												
									-93	-32	7												
									-89	-32	12												
									-91	-28	10												
									-92	-30	6												
									-93	-33	12												
									-86	-33	11												
									-95	-33	9												
									-90	-31	16												
									-93	-37	7												
									-90	-34	4												
									-93	-38	9												
									-91	-30	10												
									-90	-37	5												
									-87	-30	9												
									-92	-37	4												
									-87	-28	3												
									-95	-35	10												
									-88	-29	5												
									-92	-33	1												
									-88	-32	11												
									-95	-30	12												
									-92	-36	6												
									-93	-32	-7												
									-96	-31	11												
									-96	-33	5												
									-93	-33	11												
									-90	-30	6												
									-93	-34	10												
									-89	-26	4												
									-90	-34	9												
									-87	-34	6												
									-92	-35	7												
									-88	-34	7												
									-99	-29	13												
									-92	-35	14												
									-94	-34	13												
									-93	-41	13												
									-90	-40	6												
									-92	-34	12												
									-93	-29	8												
									-94	-30	2												
									-91	-34	14												
									-90	-34	7												
									-90	-35	10												
									-84	-37	8												
									-96	-30	1												
									-90	-34	4												
									-91	-27	9												
									-97	-34	17												
									-92	-32	14												
									-91	-32	5												
									-93	-33	13												
									-91	-34	9												
									-89	-32	14												
									-93	-30	-1												
									-90	-32	9												
									-90	-31	10												
									-91	-33	8												
									-90	-38	9												
									-95	-31	11												
									-92	-32	4												
									-90	-34	11												
									-94	-35	10												
									-90	-37	11												
									-90	-37	5												
									-92	-31	4												
									-89	-30	8												
									-97	-39	8												
									-90	-28	13												
									-95	-30	4												
									-92	-39	1												
									-92	-35	10												
									-95	-35	2												
									-95	-39	4												
									-91	-24	9												
									-96	-31	13												
									-93	-34	10												
									-91	-33	9												
									-93	-33	5												
									-94	-34	10												
									-89	-34	6												
									-91	-25	6												
									-91	-36	3												
									-89	-30	9												
									-90	-31	12												
									-94	-27	1												
									-86	-34	11												
									-91	-34	3												
									-91	-30	5												
									-91	-34	8												
									-90	-34	6												
									-90	-33	4												
									-91	-36	3												
									-93	-33	7												
									-92	-35	11												
									-93	-37	12												
									-92	-35	5												
									-92	-33	11												
									-92	-35	9												
									-90	-28	12												
									-95	-29	8												
									-94	-30	10												
									-93	-27	12												
									-88	-34	5												
									-92	-38	8												
									-91	-32	16												
									-90	-33	9												
									-92	-33	7												
									-91	-35	8												
									-88	-34	0												
									-91	-32	10												
									-94	-31	15												
									-90	-35	4												
									-89	-32	8												
									-90	-36	11												
									-97	-32	9												
									-96	-34	9												
									-89	-32	5												
									-90	-34	8												
									-91	-28	8												
									-89	-34	2												
									-91	-37	6												
									-92	-28	10												
									-93	-36	9												
									-93	-31	5												
									-91	-35	5												
									-90	-30	7												
									-94	-33	6												
									-97	-32	3												
									-98	-31	9												
									-92	-29	8												
									-90	-38	16												
									-93	-29	4												
									-93	-30	12												
									-94	-34	7												
									-90	-36	9												
									-91	-33	10												
									-91	-33	7												
									-90	-28	5												
									-91	-40	7												
									-95	-32	7												
									-90	-30	12												
									-89	-32	3												
									-90	-29	3												
									-91	-31	6												
									-96	-32	7												
									-98	-34	14												
									-94	-29	10												
									-92	-31	9												
									-91	-39	6												
									-87	-29	11												
									-87	-28	5												
									-94	-32	8												
									-93	-31	5												
									-92	-35	8												
									-93	-32	4												
									-86	-34	2												
									-93	-32	7												
									-92	-31	8												
									-91	-35	6												
									-93	-31	4												
									-91	-36	7												
									-94	-33	5												
									-91	-35	5												
									-88	-33	10												
									-92	-31	8												
									-96	-32	2												
									-91	-30	1												
									-88	-32	7												
									-89	-30	13												
									-92	-32	10												
									-86	-35	7												
									-86	-33	11												
									-96	-31	8												
									-97	-31	19												
									-94	-35	11												
									-97	-29	5												
									-94	-31	7												
									-88	-31	8												
									-98	-29	3												
									-86	-34	11												
									-92	-32	8												
									-89	-29	3												
									-99	-37	6												
									-92	-33	9												
									-90	-34	9												
									-94	-30	3												
									-90	-33	11												
									-96	-34	14												
									-91	-33	9												
									-93	-34	9												
									-87	-37	9												
									-90	-37	14												
									-95	-32	8												
									-89	-34	13												
									-94	-32	14												
									-93	-31	14												
									-95	-34	1												
									-96	-36	8												
									-94	-30	7												
									-90	-36	12												
									-90	-31	20												
									-95	-31	9												
									-92	-28	9												
									-92	-29	9												
									-90	-33	2												
									-94	-35	11												
									-88	-34	4												
									-94	-32	-2												
									-93	-27	9												
									-87	-34	11												
									-96	-34	12												
									-90	-32	4												
									-86	-37	5												
									-92	-33	13												
									-89	-33	10												
									-87	-31	8												
									-98	-33	6												
									-92	-34	12												
									-88	-37	10												
									-96	-31	11												
									-91	-33	6												
									-88	-32	8												
									-92	-32	6												
									-94	-33	8												
									-91	-32	4												
									-95	-35	5												
									-91	-36	5												
									-92	-33	10												
									-94	-36	4												
									-93	-33	1												
									-94	-35	6												
									-93	-32	6												
									-93	-35	6												
									-95	-31	9												
									-90	-32	12												
									-95	-34	5												
									-91	-35	8												
									-93	-34	8												
									-96	-30	12												
									-90	-34	5												
									-96	-33	4												
									-87	-36	7												
									-88	-31	8												
									-90	-36	7												
									-95	-30	14												
									-88	-31	2												
									-98	-34	9												
									-93	-29	8												
									-87	-31	6												
									-93	-32	9												
									-90	-31	4												
									-90	-23	6												
									-96	-34	8												
									-95	-37	3												
									-96	-32	14												
									-89	-39	17												
									-88	-30	4												
									-93	-37	6												
									-87	-37	9												
									-89	-35	8												
									-89	-33	8												
									-92	-33	9												
									-96	-32	8												
									-94	-34	4												
									-91	-33	2												
									-91	-30	6												
									-88	-37	4												
									-88	-31	7												
									-94	-30	9												
									-90	-33	9												
									-92	-30	9												
									-88	-32	11												
									-95	-36	2												
									-95	-35	0												
									-91	-36	8												
									-88	-34	4												
									-90	-30	10												
									-90	-26	6												
									-94	-36	7												
									-92	-30	6												
									-97	-35	6												
									-92	-33	7												
									-92	-32	7												
									-93	-33	2												
									-95	-31	10												
									-91	-36	6												
									-89	-34	6												
									-91	-34	2												
									-88	-37	12												
									-92	-31	3												
									-95	-39	1												
									-87	-37	18												
									-91	-30	5												
									-90	-33	5												
									-94	-33	6												
									-90	-33	10												
									-94	-31	8												
									-90	-33	6												
									-92	-30	11												
									-90	-35	13												
									-92	-30	0												
									-86	-32	6												
									-92	-34	12												
									-98	-38	6												
									-88	-33	9												
									-86	-34	14												
									-96	-29	11												
									-86	-35	6												
									-95	-37	4												
									-97	-31	8												
									-90	-38	10												
									-89	-33	5												
									-94	-35	12												
									-95	-35	5												
									-88	-34	8												
									-92	-50	14												
									-94	-29	6												
									-95	-34	10												
									-91	-31	10												
									-95	-27	3												
									-87	-32	8												
									-95	-34	1												
									-91	-33	6												
									-90	-25	6												
									-89	-31	8												
									-91	-28	2												
									-87	-39	1												
									-91	-30	9												
									-90	-32	3												
									-91	-33	9												
									-94	-39	10												
									-93	-36	1												
									-89	-40	1												
									-91	-32	9												
									-92	-31	7												
									-98	-34	0												
									-93	-32	12												
									-92	-33	11												
									-96	-39	6												
									-90	-33	15												
									-89	-29	2												
									-91	-33	1												
									-89	-29	7												
									-91	-32	9												
									-89	-34	6												
									-92	-31	9												
									-89	-35	8												
									-91	-30	6												
									-94	-33	12												
									-93	-34	3												
									-87	-35	3												
									-88	-35	1												
									-90	-33	8												
									-93	-34	9												
									-89	-32	7												
									-90	-26	2												
									-94	-33	6												
									-90	-32	13												
									-93	-27	4												
									-95	-35	11												
									-93	-29	9												
									-90	-30	12												
									-91	-35	6												
									-88	-38	9												
									-86	-33	6												
									-95	-31	2												
									-90	-31	6												
									-92	-38	6												
									-91	-32	10												
									-94	-35	5												
									-91	-34	5												
									-98	-38	12												
									-96	-36	2												
									-92	-34	14												
									-92	-31	5												
									-90	-36	6												
									-91	-37	10												
									-97	-33	6												
									-93	-27	13												
									-92	-32	11												
									-89	-31	8												
									-88	-32	2												
									-87	-38	3												
									-91	-33	11												
									-91	-31	8												
									-92	-34	7												
									-91	-28	8												
									-90	-29	11												
									-93	-33	8												
									-97	-31	3												
									-91	-39	14												
									-90	-34	5												
									-93	-33	9												
									-89	-33	10												
									-88	-31	8												
									-94	-35	5												
									-89	-33	5												
									-89	-38	8												
									-91	-35	8												
									-93	-30	12												
									-94	-30	8												
									-97	-31	4												
									-95	-31	7												
									-95	-33	5												
									-88	-29	7												
									-93	-34	8												
									-88	-26	6												
									-92	-32	4												
									-93	-34	14												
									-94	-30	8												
									-94	-31	6												
									-89	-34	9												
									-91	-31	9												
									-89	-25	8												
									-89	-36	0												
									-90	-28	8												
									-92	-35	2												
									-95	-32	8												
									-90	-29	8												
									-92	-33	13												
									-93	-35	8												
									-86	-31	14												
									-95	-35	12												
									-94	-33	6												
									-89	-31	12												
									-91	-35	9												
									-93	-35	3												
									-90	-30	3												
									-91	-34	12												
									-90	-37	15												
									-93	-36	7												
									-93	-35	12												
									-89	-32	8												
									-90	-36	9												
									-93	-38	15												
									-91	-31	12												
									-93	-38	7												
									-91	-39	5												
									-89	-29	8												
									-90	-33	8												
									-84	-36	12												
									-87	-34	8												
									-91	-36	8												
									-90	-33	12												
									-88	-37	7												
									-92	-36	6												
									-92	-29	14												
									-88	-34	9												
									-94	-34	6												
									-92	-36	7												
									-95	-31	11												
									-87	-34	8												
									-88	-34	11												
									-95	-33	11												
									-90	-39	4												
									-90	-37	6												
									-87	-35	3												
									-90	-33	3												
									-93	-29	10												
									-91	-39	8												
									-92	-28	10												
									-91	-30	11												
									-94	-34	14												
									-94	-31	0												
									-91	-35	13												
									-97	-32	7												
									-87	-31	9												
									-89	-33	9												
									-91	-32	-2												
									-94	-31	9												
									-87	-35	5												
									-90	-34	11												
									-95	-30	7												
									-100	-32	8												
									-88	-40	9												
									-88	-34	15												
									-90	-30	4												
									-95	-30	6												
									-88	-25	7												
									-89	-33	10												
									-92	-30	7												
									-96	-38	11												
									-89	-34	3												
									-94	-39	7												
									-94	-27	12												
									-91	-36	12												
									-90	-35	6												
									-91	-32	8												
									-88	-34	6												
									-94	-37	3												
									-93	-32	6												
									-94	-39	6												
									-91	-35	7												
									-89	-28	5												
									-92	-33	9												
									-96	-37	11												
									-94	-32	10												
									-88	-32	7												
									-88	-33	9												
									-90	-32	-4												
									-91	-32	8												
									-90	-34	6												
									-92	-34	9												
									-93	-30	16												
									-89	-34	11												
									-93	-34	5												
									-88	-33	13												
									-92	-35	5												
									-93	-37	16												
									-93	-37	5												
									-94	-34	13												
									-97	-31	17												
									-89	-36	18												
									-93	-34	5												
									-85	-32	16												
									-94	-35	7												
									-92	-35	10												
									-87	-34	8												
									-92	-34	17												
									-95	-39	8												
									-91	-28	13												
									-94	-33	14												
									-93	-35	8												
									-90	-26	15												
									-93	-33	5												
									-90	-38	9												
									-92	-36	12												
									-92	-33	8												
									-92	-28	1												
									-96	-29	10												
									-92	-35	5												
									-90	-35	2												
									-90	-37	9												
									-97	-31	9												
									-91	-31	8												
									-97	-32	4												
									-92	-36	8												
									-93	-32	2												
									-95	-33	8												
									-93	-35	0												
									-89	-33	15												
									-87	-33	8												
									-94	-30	-1												
									-97	-37	5												
									-87	-30	8												
									-95	-30	-5												
									-89	-38	6												
									-89	-37	0												
									-88	-36	3												
									-90	-30	1												
									-95	-33	8												
									-89	-33	3												
									-90	-27	10												
									-91	-38	-2												
									-91	-30	12												
									-94	-36	13												
									-96	-32	2												
									-95	-33	12												
									-84	-31	12												
									-93	-33	13												
									-91	-34	4												
									-92	-33	3												
									-93	-34	5												
									-90	-26	2												
									-96	-31	11												
									-90	-32	10												
									-89	-33	6												
									-89	-31	7												
									-87	-35	15												
									-95	-35	10												
									-94	-34	8												
									-88	-35	8												
									-87	-36	2												
									-87	-32	11												
									-92	-37	4												
									-92	-35	7												
									-87	-42	8												
									-92	-37	3												
									-94	-29	6												
									-96	-30	2												
									-94	-35	12												
									-88	-30	4												
									-89	-37	9												
									-88	-34	5												
									-92	-26	10												
									-90	-31	7												
									-90	-31	10												
									-93	-30	5												
									-95	-29	10												
									-94	-34	-1												
									-98	-32	7												
									-99	-38	6												
									-92	-33	9												
									-89	-34	5												
									-94	-26	11												
									-93	-31	14												
									-88	-32	7												
									-90	-34	5												
									-92	-28	15												
									-92	-33	8												
									-93	-32	7												
									-86	-32	7												
									-93	-29	10												
									-88	-32	8												
									-89	-26	9												
									-92	-33	6												
									-92	-31	11												
									-89	-36	10												
									-94	-36	14												
									-91	-33	12												
									-92	-33	7												
									-85	-32	2												
									-91	-30	10												
									-93	-27	5												
									-96	-31	9												
									-91	-31	7												
									-92	-33	7												
									-89	-38	11												
									-86	-31	12												
									-93	-39	7												
									-93	-35	8												
									-88	-32	11												
									-93	-33	9												
									-94	-31	10												
									-91	-32	6												
									-92	-36	8												
									-92	-29	5												
									-89	-35	4												
									-91	-28	12												
									-92	-27	1												
									-89	-31	8												
									-96	-27	9												
									-94	-38	3												
									-96	-36	4												
									-93	-38	5												
									-90	-33	5												
									-87	-29	7												
									-94	-30	11												
									-92	-37	1												
									-89	-31	4												
									-93	-35	5												
									-95	-29	3												
									-97	-35	4												
									-97	-33	11												
									-93	-33	7												
									-90	-36	0												
									-95	-30	12												
									-94	-28	10												
									-96	-34	11												
									-91	-34	8												
									-89	-32	6												
									-91	-37	12												
									-91	-28	3												
									-96	-27	10												
									-91	-29	10												
									-87	-32	9												
									-90	-38	7												
									-89	-34	11												
									-95	-33	2												
									-89	-33	3												
									-93	-31	12												
									-90	-35	1												
									-94	-37	15												
									-90	-41	3												
									-87	-33	12												
									-91	-35	11												
									-96	-28	3												
									-89	-33	10												
									-86	-30	4												
									-96	-38	7												
									-91	-33	12												
									-93	-31	7												
									-90	-31	7												
									-91	-27	9												
									-92	-35	3												
									-92	-36	7												
									-97	-34	12												
									-93	-38	9												
									-94	-30	16												
									-95	-28	5												
									-86	-26	2												
									-92	-34	3												
									-91	-31	11												
									-90	-32	8												
									-94	-33	7												
									-90	-33	12												
									-94	-38	11												
									-90	-29	5												
									-89	-42	9												
									-91	-30	7												
									-90	-40	11												
									-87	-33	4												
									-92	-36	7												
									-90	-33	3												
									-97	-28	15												
									-87	-33	3												
									-87	-35	4												
									-92	-32	8												
									-92	-38	11												
									-91	-38	4												
									-90	-35	3												
									-92	-30	5												
									-93	-35	14												
									-90	-34	4												
									-96	-31	11												
									-98	-28	8												
									-90	-36	10												
									-96	-34	5												
									-88	-39	5												
									-91	-30	10												
									-92	-35	10												
									-93	-33	4												
									-92	-33	12												
									-94	-32	9												
									-91	-30	9												
									-92	-33	6												
									-89	-27	5												
									-90	-32	7												
									-90	-30	4												
									-90	-33	7												
									-88	-33	11												
									-92	-30	9												
									-90	-32	7												
									-94	-32	17												
									-93	-36	2												
									-96	-34	12												
									-96	-32	10												
									-88	-36	5												
									-89	-32	7												
									-97	-34	9												
									-94	-32	10												
									-90	-36	5												
									-90	-32	5												
									-92	-34	10												
									-94	-28	8												
									-100	-30	3												
									-89	-38	7												
									-94	-35	5												
									-89	-29	9												
									-94	-37	6												
									-92	-35	5												
									-93	-40	8												
									-94	-28	8												
									-97	-31	9												
									-88	-32	10												
									-93	-31	18												
									-98	-28	4												
									-86	-34	6												
									-92	-33	5												
									-93	-31	1												
									-89	-34	6												
									-94	-34	10												
									-91	-32	6												
									-89	-34	0												
									-96	-23	11												
									-90	-30	13												
									-87	-35	13												
									-91	-37	7												
									-90	-32	17												
									-92	-34	10												
									-93	-32	6												
									-94	-32	7												
									-86	-32	6												
									-94	-39	5												
									-93	-42	4												
									-85	-36	10												
									-94	-36	5												
									-92	-29	4												
									-90	-29	9												
									-99	-30	8												
									-90	-38	9												
									-97	-30	8												
									-89	-34	5												
									-95	-35	12												
									-92	-38	5												
									-92	-25	9												
									-90	-35	10												
									-94	-28	11												
									-91	-32	5												
									-88	-38	7												
									-92	-27	17												
									-91	-32	8												
									-86	-35	6												
									-95	-27	4												
									-90	-26	3												
									-99	-46	6												
									-92	-28	13												
									-96	-33	4												
									-90	-28	7												
									-93	-32	15												
									-97	-32	2												
									-95	-30	6												
									-88	-34	2												
									-87	-27	10												
									-93	-34	7												
									-93	-24	1												
									-89	-35	8												
									-92	-32	8												
									-98	-32	5												
									-93	-37	6												
									-88	-30	3												
									-93	-37	4												
									-97	-33	10												
									-94	-35	9												
									-93	-31	10												
									-93	-32	10												
									-92	-20	15												
									-87	-29	6												
									-94	-31	7												
									-90	-29	6												
									-93	-42	2												
									-92	-33	9												
									-91	-33	8												
									-89	-31	2												
									-92	-31	2												
									-87	-33	14												
									-90	-32	5												
									-92	-30	12												
									-95	-32	9												
									-87	-30	5												
									-95	-33	10												
									-89	-33	1												
									-91	-33	4												
									-94	-35	3												
									-92	-34	10												
									-90	-28	9												
									-92	-40	5												
									-90	-39	5												
									-87	-30	12												
									-96	-37	7												
									-91	-38	19												
									-93	-39	7												
									-94	-32	11												
									-92	-37	11												
									-87	-33	5												
									-95	-37	9												
									-93	-33	9												
									-88	-38	6												
									-94	-32	10												
									-92	-31	6												
									-93	-31	5												
									-87	-39	12												
									-99	-30	6												
									-91	-31	6												
									-89	-35	5												
									-93	-36	10												
									-92	-29	12												
									-88	-33	3												
									-89	-35	8												
									-93	-33	6												
									-93	-29	-3												
									-91	-35	14												
									-95	-38	6												
									-91	-29	9												
									-87	-28	10												
									-90	-32	7												
									-90	-32	17												
									-86	-29	12												
									-91	-28	9												
									-98	-34	10												
									-97	-34	6												
									-95	-31	5												
									-93	-34	7												
									-90	-36	6												
									-88	-32	9												
									-95	-29	8												
									-92	-30	8												
									-93	-32	5												
									-94	-35	7												
									-94	-32	3												
									-91	-38	3												
									-92	-34	9												
									-92	-31	15												
									-98	-32	0												
									-91	-30	8												
									-98	-33	16												
									-93	-32	9												
									-94	-27	5												
									-89	-32	12												
									-92	-29	6												
									-94	-32	4												
									-92	-34	7												
									-90	-31	5												
									-95	-37	12												
									-89	-36	10												
									-94	-29	8												
									-93	-35	2												
									-95	-35	4												
									-89	-34	15												
									-94	-27	4												
									-93	-33	10												
									-92	-32	16												
									-92	-27	6												
									-92	-37	9												
									-88	-33	12												
									-92	-33	6												
									-89	-27	12												
									-96	-31	9												
									-91	-36	12												
									-87	-34	11												
									-90	-30	10												
									-89	-37	9												
									-94	-32	5												
									-90	-31	10												
									-92	-38	10												
									-92	-31	18												
									-93	-30	11												
									-95	-33	15												
									-86	-39	8												
									-90	-34	12												
									-96	-33	7												
									-86	-33	7												
									-92	-34	2												
									-94	-37	7												
									-94	-38	-7												
									-90	-37	10												
									-90	-42	6												
									-86	-33	1												
									-94	-28	12												
									-88	-37	15												
									-92	-34	11												
									-93	-34	5												
									-87	-27	9												
									-87	-27	7												
									-90	-35	8												
									-90	-30	7												
									-95	-39	6												
									-89	-38	3												
									-89	-33	10												
									-90	-32	14												
									-93	-28	10												
									-91	-32	-4												
									-86	-34	12												
									-92	-30	3												
									-91	-35	10												
									-93	-36	13												
									-91	-23	6												
									-95	-33	3												
									-88	-35	3												
									-90	-33	11												
									-93	-36	8												
									-91	-34	2												
									-91	-32	9												
									-88	-36	6												
									-98	-32	7												
									-93	-29	7												
									-90	-33	1												
									-94	-34	12												
									-90	-37	-4												
									-94	-28	8												
									-89	-37	1												
									-96	-37	7												
									-90	-37	3												
									-87	-36	9												
									-89	-31	7												
									-95	-31	3												
									-90	-36	3												
									-87	-34	11												
									-86	-35	0												
									-97	-37	5												
									-86	-36	3												
									-92	-35	9												
									-89	-33	-3												
									-93	-36	6												
									-92	-38	0												
									-95	-32	3												
									-90	-33	12												
									-93	-37	3												
									-95	-36	6												
									-89	-27	10												
