Log 0	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 1	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 2	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 3	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 4	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 5	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)
									-93	-29	11												
									-92	-32	13												
									-94	-31	9												
									-93	-31	2												
									-91	-30	4												
									-91	-32	6												
									-85	-33	4												
									-91	-29	7												
									-93	-26	4												
									-93	-34	8												
									-92	-35	9												
									-89	-35	16												
									-87	-30	0												
									-96	-30	4												
									-96	-39	-2												
									-90	-35	8												
